DR,Offense,Date_Rept,Monthstamp,Yearstamp,Block
1100981     ,THEFT - FROM MOTOR VEHICLE                            ,1/20/2011,1,2011,100 Blk SPRING VALLEY                                                                   
1100988     ,THEFT - FROM MOTOR VEHICLE                            ,1/20/2011,1,2011,100 Blk SAINT VINCENT                                                                   
1100947     ,THEFT - FROM MOTOR VEHICLE                            ,1/20/2011,1,2011,0 Blk BRIGADIER                                                                       
1100989     ,THEFT - FROM MOTOR VEHICLE                            ,1/20/2011,1,2011,0 Blk OLIVEHURST                                                                      
1100951     ,THEFT - FROM MOTOR VEHICLE                            ,1/20/2011,1,2011,0 Blk MEADOW VALLEY                                                                   
1101065     ,THEFT - FROM MOTOR VEHICLE                            ,1/22/2011,1,2011,0 Blk BLOOMDALE                                                                       
1101102     ,THEFT - FROM MOTOR VEHICLE                            ,1/22/2011,1,2011,2900 Blk WHISPERING TRL                                                                  
1101073     ,THEFT - FROM MOTOR VEHICLE                            ,1/22/2011,1,2011,400 Blk E YALE LOOP                                                                     
1101092     ,THEFT - FROM MOTOR VEHICLE                            ,1/22/2011,1,2011,5000 Blk ALTON PKWY                                                                      
1101131     ,THEFT - FROM MOTOR VEHICLE                            ,1/23/2011,1,2011,0 Blk CAMELLIA                                                                        
1101130     ,THEFT - FROM MOTOR VEHICLE                            ,1/23/2011,1,2011,0 Blk CAMELLIA                                                                        
1101133     ,THEFT - FROM MOTOR VEHICLE                            ,1/23/2011,1,2011,0 Blk CAMELLIA                                                                        
1101175     ,THEFT - FROM MOTOR VEHICLE                            ,1/24/2011,1,2011,CROSSLAND / SAND CANYON                                                         
1101200     ,THEFT - FROM MOTOR VEHICLE                            ,1/24/2011,1,2011,0 Blk GOLDENROD                                                                       
1101166     ,THEFT - FROM MOTOR VEHICLE                            ,1/24/2011,1,2011,0 Blk FORTUNE                                                                         
1101238     ,THEFT - FROM MOTOR VEHICLE                            ,1/25/2011,1,2011,17400 Blk ROSA DREW LN                                                                    
1101261     ,THEFT - FROM MOTOR VEHICLE                            ,1/25/2011,1,2011,0 Blk GARDENIA                                                                        
1101273     ,THEFT - FROM MOTOR VEHICLE                            ,1/26/2011,1,2011,0 Blk MOONRAY                                                                         
1101302     ,THEFT - FROM MOTOR VEHICLE                            ,1/26/2011,1,2011,0 Blk BRIARWOOD                                                                       
1101297     ,THEFT - FROM MOTOR VEHICLE                            ,1/26/2011,1,2011,18600 Blk PASEO CORTEZ                                                                    
1101306     ,THEFT - FROM MOTOR VEHICLE                            ,1/27/2011,1,2011,14800 Blk GAINFORD CIR                                                                    
1101330     ,THEFT - FROM MOTOR VEHICLE                            ,1/27/2011,1,2011,0 Blk FIRWOOD                                                                         
1101310     ,THEFT - FROM MOTOR VEHICLE                            ,1/27/2011,1,2011,4500 Blk ROBINWOOD CIR                                                                   
1101308     ,THEFT - FROM MOTOR VEHICLE                            ,1/27/2011,1,2011,4500 Blk ROXBURY DR                                                                      
1101348     ,THEFT - FROM MOTOR VEHICLE                            ,1/27/2011,1,2011,0 Blk BEECHWOOD                                                                       
1101339     ,THEFT - FROM MOTOR VEHICLE                            ,1/27/2011,1,2011,0 Blk LA CANADA                                                                       
1101386     ,THEFT - FROM MOTOR VEHICLE                            ,1/28/2011,1,2011,6300 Blk IRVINE BLVD                                                                     
1101423     ,THEFT - FROM MOTOR VEHICLE                            ,1/29/2011,1,2011,0 Blk PACIFIC GROVE                                                                   
1101421     ,THEFT - FROM MOTOR VEHICLE                            ,1/29/2011,1,2011,0 Blk WALNUT CREEK                                                                    
1101417     ,THEFT - FROM MOTOR VEHICLE                            ,1/29/2011,1,2011,0 Blk CALISTOGA                                                                       
1101525     ,THEFT - FROM MOTOR VEHICLE                            ,1/31/2011,1,2011,3800 Blk VIEWPARK AVE                                                                    
1101509     ,THEFT - FROM MOTOR VEHICLE                            ,1/31/2011,1,2011,0 Blk WALNUT CRK                                                                      
1101504     ,THEFT - FROM MOTOR VEHICLE                            ,1/31/2011,1,2011,6300 Blk SIERRA ELENA RD                                                                 
1101592     ,THEFT - FROM MOTOR VEHICLE                            ,2/1/2011,2,2011,0 Blk ALDERWOOD                                                                       
1101705     ,THEFT - FROM MOTOR VEHICLE                            ,2/4/2011,2,2011,0 Blk PURPLE SAGE                                                                     
1101716     ,THEFT - FROM MOTOR VEHICLE                            ,2/4/2011,2,2011,19500 Blk JAMBOREE RD                                                                     
1101708     ,THEFT - FROM MOTOR VEHICLE                            ,2/4/2011,2,2011,0 Blk HOLLAND                                                                         
1101775     ,THEFT - FROM MOTOR VEHICLE                            ,2/5/2011,2,2011,0 Blk PALATINE                                                                        
1101861     ,THEFT - FROM MOTOR VEHICLE                            ,2/7/2011,2,2011,3900 Blk PARKVIEW LN                                                                     
1101931     ,THEFT - FROM MOTOR VEHICLE                            ,2/9/2011,2,2011,1300 Blk REYNOLDS AVE                                                                    
1102123     ,THEFT - FROM MOTOR VEHICLE                            ,2/12/2011,2,2011,2000 Blk KNOLLCREST                                                                      
1102135     ,THEFT - FROM MOTOR VEHICLE                            ,2/13/2011,2,2011,0 Blk CAMPANERO E                                                                     
1102242     ,THEFT - FROM MOTOR VEHICLE                            ,2/15/2011,2,2011,5000 Blk ALTON PKWY                                                                      
1102276     ,THEFT - FROM MOTOR VEHICLE                            ,2/16/2011,2,2011,0 Blk EASTSHORE                                                                       
1102317     ,THEFT - FROM MOTOR VEHICLE                            ,2/17/2011,2,2011,19400 Blk SIERRA NUEVO RD                                                                 
1102348     ,THEFT - FROM MOTOR VEHICLE                            ,2/17/2011,2,2011,19400 Blk SIERRA MIA RD                                                                   
1102326     ,THEFT - FROM MOTOR VEHICLE                            ,2/17/2011,2,2011,4900 Blk PASEO DE VEGA                                                                   
1102428     ,THEFT - FROM MOTOR VEHICLE                            ,2/19/2011,2,2011,200 Blk LOCKFORD                                                                        
1102419     ,THEFT - FROM MOTOR VEHICLE                            ,2/19/2011,2,2011,0 Blk OAKDALE                                                                         
1102548     ,THEFT - FROM MOTOR VEHICLE                            ,2/22/2011,2,2011,0 Blk LAKEPINES                                                                       
1102716     ,THEFT - FROM MOTOR VEHICLE                            ,2/25/2011,2,2011,3900 Blk IRVINE BLVD                                                                     
1102845     ,THEFT - FROM MOTOR VEHICLE                            ,2/28/2011,2,2011,100 Blk ESTANCIA                                                                        
1102870     ,THEFT - FROM MOTOR VEHICLE                            ,2/28/2011,2,2011,4900 Blk CORKWOOD LN                                                                     
1102949     ,THEFT - FROM MOTOR VEHICLE                            ,3/2/2011,3,2011,0 Blk ANZIO                                                                           
1103042     ,THEFT - FROM MOTOR VEHICLE                            ,3/4/2011,3,2011,18500 Blk MAC ARTHUR BLVD                                                                 
1103144     ,THEFT - FROM MOTOR VEHICLE                            ,3/5/2011,3,2011,0 Blk BRIARGLEN                                                                       
1103129     ,THEFT - FROM MOTOR VEHICLE                            ,3/5/2011,3,2011,2300 Blk WHISPERING TRL                                                                  
1103132     ,THEFT - FROM MOTOR VEHICLE                            ,3/5/2011,3,2011,500 Blk CARDIFF                                                                         
1103158     ,THEFT - FROM MOTOR VEHICLE                            ,3/5/2011,3,2011,0 Blk GHIBERTI                                                                        
1103261     ,THEFT - FROM MOTOR VEHICLE                            ,3/7/2011,3,2011,16400 Blk ROYAL OAK                                                                       
1103234     ,THEFT - FROM MOTOR VEHICLE                            ,3/7/2011,3,2011,0 Blk FLAGSTONE                                                                       
1103258     ,THEFT - FROM MOTOR VEHICLE                            ,3/7/2011,3,2011,0 Blk PROSA                                                                           
1103254     ,THEFT - FROM MOTOR VEHICLE                            ,3/7/2011,3,2011,600 Blk SAN MARINO                                                                      
1103246     ,THEFT - FROM MOTOR VEHICLE                            ,3/7/2011,3,2011,0 Blk LEMON GROVE                                                                     
1103257     ,THEFT - FROM MOTOR VEHICLE                            ,3/7/2011,3,2011,0 Blk PUERTO                                                                          
1103242     ,THEFT - FROM MOTOR VEHICLE                            ,3/7/2011,3,2011,0 Blk CANYONCREST                                                                     
1103269     ,THEFT - FROM MOTOR VEHICLE                            ,3/8/2011,3,2011,0 Blk RINCON                                                                          
1103272     ,THEFT - FROM MOTOR VEHICLE                            ,3/8/2011,3,2011,0 Blk KELSEY LN                                                                       
1103315     ,THEFT - FROM MOTOR VEHICLE                            ,3/9/2011,3,2011,0 Blk HOLLY ST                                                                        
1103415     ,THEFT - FROM MOTOR VEHICLE                            ,3/11/2011,3,2011,0 Blk PACIFIC GROVE                                                                   
1103980     ,THEFT - FROM MOTOR VEHICLE                            ,3/22/2011,3,2011,100 Blk PACIFICA                                                                        
1104009     ,THEFT - FROM MOTOR VEHICLE                            ,3/22/2011,3,2011,0 Blk SOUTHBROOK                                                                      
1104008     ,THEFT - FROM MOTOR VEHICLE                            ,3/22/2011,3,2011,0 Blk WATERMAN                                                                        
1104052     ,THEFT - FROM MOTOR VEHICLE                            ,3/23/2011,3,2011,0 Blk WESTPORT                                                                        
1104088     ,THEFT - FROM MOTOR VEHICLE                            ,3/24/2011,3,2011,4900 Blk SEAFORD CIR                                                                     
1104247     ,THEFT - FROM MOTOR VEHICLE                            ,3/28/2011,3,2011,100 Blk MONTICELLO                                                                      
1104273     ,THEFT - FROM MOTOR VEHICLE                            ,3/28/2011,3,2011,2500 Blk MAIN ST                                                                         
1104271     ,THEFT - FROM MOTOR VEHICLE                            ,3/28/2011,3,2011,0 Blk TIARA                                                                           
1105706     ,THEFT - FROM MOTOR VEHICLE                            ,3/29/2011,4,2011,ARROWHEAD / PORTOLA PKWY                                                        
1104482     ,THEFT - FROM MOTOR VEHICLE                            ,4/1/2011,4,2011,0 Blk BIRCHWOOD                                                                       
1104636     ,THEFT - FROM MOTOR VEHICLE                            ,4/4/2011,4,2011,3900 Blk PARKVIEW LN                                                                     
1104697     ,THEFT - FROM MOTOR VEHICLE                            ,4/5/2011,4,2011,200 Blk E YALE LOOP                                                                     
1104677     ,THEFT - FROM MOTOR VEHICLE                            ,4/5/2011,4,2011,0 Blk CASCADE                                                                         
1104674     ,THEFT - FROM MOTOR VEHICLE                            ,4/5/2011,4,2011,800 Blk MONTE VISTA                                                                     
1104746     ,THEFT - FROM MOTOR VEHICLE                            ,4/6/2011,4,2011,3100 Blk BARRANCA PKWY                                                                   
1104757     ,THEFT - FROM MOTOR VEHICLE                            ,4/6/2011,4,2011,0 Blk FORTUNE                                                                         
1104782     ,THEFT - FROM MOTOR VEHICLE                            ,4/7/2011,4,2011,0 Blk CASCADE                                                                         
1104934     ,THEFT - FROM MOTOR VEHICLE                            ,4/8/2011,4,2011,16200 Blk CONSTRUCTION CIR E                                                              
1104886     ,THEFT - FROM MOTOR VEHICLE                            ,4/9/2011,4,2011,0 Blk ELKSFORD AVE                                                                    
1104882     ,THEFT - FROM MOTOR VEHICLE                            ,4/9/2011,4,2011,17800 Blk SKY PARK BLVD                                                                   
1105019     ,THEFT - FROM MOTOR VEHICLE                            ,4/11/2011,4,2011,4500 Blk BARRANCA PKWY                                                                   
1105007     ,THEFT - FROM MOTOR VEHICLE                            ,4/11/2011,4,2011,7300 Blk APRICOT                                                                         
1105071     ,THEFT - FROM MOTOR VEHICLE                            ,4/12/2011,4,2011,0 Blk TECHNOLOGY DR W                                                                 
1105102     ,THEFT - FROM MOTOR VEHICLE                            ,4/13/2011,4,2011,0 Blk CORRIENTE                                                                       
1105106     ,THEFT - FROM MOTOR VEHICLE                            ,4/13/2011,4,2011,14400 Blk CULVER DR                                                                       
1105117     ,THEFT - FROM MOTOR VEHICLE                            ,4/13/2011,4,2011,0 Blk NIGHTHAWK                                                                       
1105114     ,THEFT - FROM MOTOR VEHICLE                            ,4/13/2011,4,2011,0 Blk SNOWAPPLE                                                                       
1105156     ,THEFT - FROM MOTOR VEHICLE                            ,4/14/2011,4,2011,0 Blk FALLBROOK                                                                       
1105139     ,THEFT - FROM MOTOR VEHICLE                            ,4/14/2011,4,2011,100 Blk SAINT VINCENT                                                                   
1105260     ,THEFT - FROM MOTOR VEHICLE                            ,4/16/2011,4,2011,0 Blk TANGELO                                                                         
1105298     ,THEFT - FROM MOTOR VEHICLE                            ,4/17/2011,4,2011,100 Blk SANTA BARBARA                                                                   
1105340     ,THEFT - FROM MOTOR VEHICLE                            ,4/18/2011,4,2011,0 Blk GLADSTONE                                                                       
1105346     ,THEFT - FROM MOTOR VEHICLE                            ,4/18/2011,4,2011,100 Blk SANTA BARBARA                                                                   
1105334     ,THEFT - FROM MOTOR VEHICLE                            ,4/18/2011,4,2011,100 Blk CANTATA AISLE                                                                   
1105375     ,THEFT - FROM MOTOR VEHICLE                            ,4/18/2011,4,2011,200 Blk SONOMA AISLE                                                                    
1105470     ,THEFT - FROM MOTOR VEHICLE                            ,4/20/2011,4,2011,100 Blk MURICA AISLE                                                                    
1105473     ,THEFT - FROM MOTOR VEHICLE                            ,4/20/2011,4,2011,0 Blk SPARROWHAWK                                                                     
1105554     ,THEFT - FROM MOTOR VEHICLE                            ,4/22/2011,4,2011,0 Blk EAGLE RUN                                                                       
1105702     ,THEFT - FROM MOTOR VEHICLE                            ,4/25/2011,4,2011,SANTA JULIANA AISLE / SANTA LUZIA AISLE                                         
1105724     ,THEFT - FROM MOTOR VEHICLE                            ,4/25/2011,4,2011,0 Blk FEATHERWOOD                                                                     
1105775     ,THEFT - FROM MOTOR VEHICLE                            ,4/26/2011,4,2011,BEECHWOOD / CREEK                                                               
1105771     ,THEFT - FROM MOTOR VEHICLE                            ,4/26/2011,4,2011,3900 Blk PARKVIEW LN                                                                     
1105841     ,THEFT - FROM MOTOR VEHICLE                            ,4/27/2011,4,2011,0 Blk EASTMONT                                                                        
1105848     ,THEFT - FROM MOTOR VEHICLE                            ,4/27/2011,4,2011,0 Blk SHEARWATER                                                                      
1105833     ,THEFT - FROM MOTOR VEHICLE                            ,4/27/2011,4,2011,5100 Blk WALNUT AVE                                                                      
1105886     ,THEFT - FROM MOTOR VEHICLE                            ,4/28/2011,4,2011,0 Blk EASTMONT                                                                        
1105938     ,THEFT - FROM MOTOR VEHICLE                            ,4/29/2011,4,2011,0 Blk SPRING BUCK                                                                     
1106476     ,THEFT - FROM MOTOR VEHICLE                            ,4/29/2011,5,2011,0 Blk PACIFICA                                                                        
1106000     ,THEFT - FROM MOTOR VEHICLE                            ,4/30/2011,4,2011,0 Blk HAMMOND                                                                         
1106035     ,THEFT - FROM MOTOR VEHICLE                            ,5/1/2011,5,2011,1000 Blk ARCHWAY                                                                         
1106038     ,THEFT - FROM MOTOR VEHICLE                            ,5/1/2011,5,2011,1000 Blk ARCHWAY                                                                         
1106031     ,THEFT - FROM MOTOR VEHICLE                            ,5/1/2011,5,2011,0 Blk SALT BUSH                                                                       
1106032     ,THEFT - FROM MOTOR VEHICLE                            ,5/1/2011,5,2011,0 Blk VERNAL SPRINGS                                                                  
1106046     ,THEFT - FROM MOTOR VEHICLE                            ,5/1/2011,5,2011,5400 Blk ALTON PKWY                                                                      
1106087     ,THEFT - FROM MOTOR VEHICLE                            ,5/2/2011,5,2011,0 Blk SILVER CRK                                                                      
1106138     ,THEFT - FROM MOTOR VEHICLE                            ,5/3/2011,5,2011,700 Blk MONTE VISTA                                                                     
1106192     ,THEFT - FROM MOTOR VEHICLE                            ,5/4/2011,5,2011,15200 Blk CULVER DR                                                                       
1106200     ,THEFT - FROM MOTOR VEHICLE                            ,5/4/2011,5,2011,0 Blk CANYON RDG                                                                      
1106403     ,THEFT - FROM MOTOR VEHICLE                            ,5/8/2011,5,2011,13700 Blk JAMBOREE RD                                                                     
1106411     ,THEFT - FROM MOTOR VEHICLE                            ,5/8/2011,5,2011,0 Blk CARPENTERIA                                                                     
1106423     ,THEFT - FROM MOTOR VEHICLE                            ,5/9/2011,5,2011,100 Blk TANGELO                                                                         
1106417     ,THEFT - FROM MOTOR VEHICLE                            ,5/9/2011,5,2011,300 Blk ORANGE BLOSSOM                                                                  
1106419     ,THEFT - FROM MOTOR VEHICLE                            ,5/9/2011,5,2011,0 Blk KIRKLAND                                                                        
1106451     ,THEFT - FROM MOTOR VEHICLE                            ,5/9/2011,5,2011,0 Blk TANGERINE                                                                       
1106499     ,THEFT - FROM MOTOR VEHICLE                            ,5/10/2011,5,2011,100 Blk ORCHARD                                                                         
1106563     ,THEFT - FROM MOTOR VEHICLE                            ,5/11/2011,5,2011,2000 Blk WHISPERING TRL                                                                  
1106576     ,THEFT - FROM MOTOR VEHICLE                            ,5/11/2011,5,2011,2100 Blk WHISPERING TRL                                                                  
1106539     ,THEFT - FROM MOTOR VEHICLE                            ,5/11/2011,5,2011,0 Blk SILKLEAF                                                                        
1106579     ,THEFT - FROM MOTOR VEHICLE                            ,5/11/2011,5,2011,0 Blk AGATE                                                                           
1107200     ,THEFT - FROM MOTOR VEHICLE                            ,5/12/2011,5,2011,3600 Blk MICHELSON DR                                                                    
1106662     ,THEFT - FROM MOTOR VEHICLE                            ,5/13/2011,5,2011,13600 Blk ESPIRIT WAY                                                                     
1106732     ,THEFT - FROM MOTOR VEHICLE                            ,5/13/2011,5,2011,13600 Blk ESPRIT                                                                          
1106678     ,THEFT - FROM MOTOR VEHICLE                            ,5/13/2011,5,2011,0 Blk GABLES                                                                          
1106653     ,THEFT - FROM MOTOR VEHICLE                            ,5/13/2011,5,2011,4000 Blk BARRANCA PKWY                                                                   
1106652     ,THEFT - FROM MOTOR VEHICLE                            ,5/13/2011,5,2011,4000 Blk BLACKFIN AVE                                                                    
1106645     ,THEFT - FROM MOTOR VEHICLE                            ,5/13/2011,5,2011,6200 Blk SIERRA PALOS RD                                                                 
1106714     ,THEFT - FROM MOTOR VEHICLE                            ,5/14/2011,5,2011,100 Blk HYDE PARK                                                                       
1106742     ,THEFT - FROM MOTOR VEHICLE                            ,5/14/2011,5,2011,0 Blk WATERWORKS WAY                                                                  
1106767     ,THEFT - FROM MOTOR VEHICLE                            ,5/15/2011,5,2011,1000 Blk HAYES                                                                           
1106766     ,THEFT - FROM MOTOR VEHICLE                            ,5/15/2011,5,2011,200 Blk HUNTINGTON                                                                      
1106769     ,THEFT - FROM MOTOR VEHICLE                            ,5/15/2011,5,2011,200 Blk HUNTINGTON                                                                      
1106777     ,THEFT - FROM MOTOR VEHICLE                            ,5/15/2011,5,2011,0 Blk REMINGTON                                                                       
1106775     ,THEFT - FROM MOTOR VEHICLE                            ,5/15/2011,5,2011,600 Blk HAYES                                                                           
1106828     ,THEFT - FROM MOTOR VEHICLE                            ,5/16/2011,5,2011,0 Blk CLIFFWOOD                                                                       
1106823     ,THEFT - FROM MOTOR VEHICLE                            ,5/16/2011,5,2011,0 Blk WINSLOW LN                                                                      
1106936     ,THEFT - FROM MOTOR VEHICLE                            ,5/18/2011,5,2011,0 Blk MOMENTO                                                                         
1107049     ,THEFT - FROM MOTOR VEHICLE                            ,5/20/2011,5,2011,0 Blk COLDBROOK                                                                       
1107000     ,THEFT - FROM MOTOR VEHICLE                            ,5/20/2011,5,2011,14500 Blk LARCH AVE                                                                       
1107046     ,THEFT - FROM MOTOR VEHICLE                            ,5/20/2011,5,2011,14600 Blk OAK AVE                                                                         
1107016     ,THEFT - FROM MOTOR VEHICLE                            ,5/20/2011,5,2011,5100 Blk CHATEAU CIR                                                                     
1107125     ,THEFT - FROM MOTOR VEHICLE                            ,5/22/2011,5,2011,4500 Blk SANDBURG WAY                                                                    
1107160     ,THEFT - FROM MOTOR VEHICLE                            ,5/23/2011,5,2011,2600 Blk MAIN ST                                                                         
1107173     ,THEFT - FROM MOTOR VEHICLE                            ,5/23/2011,5,2011,3600 Blk REDWOOD ST                                                                      
1107223     ,THEFT - FROM MOTOR VEHICLE                            ,5/24/2011,5,2011,14300 Blk MIRO CT                                                                         
1107325     ,THEFT - FROM MOTOR VEHICLE                            ,5/26/2011,5,2011,0 Blk ICEBERG ROSE                                                                    
1107320     ,THEFT - FROM MOTOR VEHICLE                            ,5/26/2011,5,2011,19300 Blk MIRASOL                                                                         
1107487     ,THEFT - FROM MOTOR VEHICLE                            ,5/29/2011,5,2011,14100 Blk CHAGALL AVE                                                                     
1107486     ,THEFT - FROM MOTOR VEHICLE                            ,5/29/2011,5,2011,3700 Blk SCOTTSDALE DR                                                                   
1107533     ,THEFT - FROM MOTOR VEHICLE                            ,5/30/2011,5,2011,0 Blk BENJAMIN                                                                        
1107719     ,THEFT - FROM MOTOR VEHICLE                            ,6/3/2011,6,2011,100 Blk TREEHOUSE                                                                       
1107704     ,THEFT - FROM MOTOR VEHICLE                            ,6/3/2011,6,2011,0 Blk EASTMONT                                                                        
1107738     ,THEFT - FROM MOTOR VEHICLE                            ,6/3/2011,6,2011,0 Blk WINTERBRANCH                                                                    
1107790     ,THEFT - FROM MOTOR VEHICLE                            ,6/4/2011,6,2011,17500 Blk LUTHER AVE                                                                      
1107768     ,THEFT - FROM MOTOR VEHICLE                            ,6/4/2011,6,2011,4700 Blk CAMPUS DR                                                                       
1107850     ,THEFT - FROM MOTOR VEHICLE                            ,6/5/2011,6,2011,15400 Blk CULVER DR                                                                       
1108398     ,THEFT - FROM MOTOR VEHICLE                            ,6/8/2011,6,2011,16200 Blk CONSTRUCTION CIR E                                                              
1107998     ,THEFT - FROM MOTOR VEHICLE                            ,6/8/2011,6,2011,4100 Blk CAMPUS DR                                                                       
1107991     ,THEFT - FROM MOTOR VEHICLE                            ,6/8/2011,6,2011,7500 Blk IRVINE CENTER DR                                                                
1108083     ,THEFT - FROM MOTOR VEHICLE                            ,6/9/2011,6,2011,1400 Blk SPECTRUM                                                                        
1108139     ,THEFT - FROM MOTOR VEHICLE                            ,6/10/2011,6,2011,200 Blk QUAIL MEADOW                                                                    
1108111     ,THEFT - FROM MOTOR VEHICLE                            ,6/10/2011,6,2011,2800 Blk MICHELLE DR                                                                     
1108179     ,THEFT - FROM MOTOR VEHICLE                            ,6/11/2011,6,2011,0 Blk STONEBROOK                                                                      
1108200     ,THEFT - FROM MOTOR VEHICLE                            ,6/11/2011,6,2011,4900 Blk BARKWOOD AVE                                                                    
1108259     ,THEFT - FROM MOTOR VEHICLE                            ,6/12/2011,6,2011,100 Blk SILVER FOX                                                                      
1108243     ,THEFT - FROM MOTOR VEHICLE                            ,6/12/2011,6,2011,0 Blk PACIFICA                                                                        
1108267     ,THEFT - FROM MOTOR VEHICLE                            ,6/13/2011,6,2011,0 Blk LAKESHORE                                                                       
1108330     ,THEFT - FROM MOTOR VEHICLE                            ,6/14/2011,6,2011,15300 Blk SEINE CIR                                                                       
1108416     ,THEFT - FROM MOTOR VEHICLE                            ,6/15/2011,6,2011,1300 Blk ANACAPA                                                                         
1108467     ,THEFT - FROM MOTOR VEHICLE                            ,6/16/2011,6,2011,6400 Blk IRVINE BLVD                                                                     
1108509     ,THEFT - FROM MOTOR VEHICLE                            ,6/17/2011,6,2011,2200 Blk MARTIN                                                                          
1108511     ,THEFT - FROM MOTOR VEHICLE                            ,6/17/2011,6,2011,9800 Blk RESEARCH DR                                                                     
1108549     ,THEFT - FROM MOTOR VEHICLE                            ,6/18/2011,6,2011,0 Blk QUIETMOON                                                                       
1108554     ,THEFT - FROM MOTOR VEHICLE                            ,6/18/2011,6,2011,0 Blk HEDGEROW                                                                        
1108552     ,THEFT - FROM MOTOR VEHICLE                            ,6/18/2011,6,2011,0 Blk SILVERBREEZE                                                                    
1108616     ,THEFT - FROM MOTOR VEHICLE                            ,6/19/2011,6,2011,100 Blk CANYONCREST                                                                     
1108620     ,THEFT - FROM MOTOR VEHICLE                            ,6/19/2011,6,2011,17600 Blk HARVARD AVE                                                                     
1108611     ,THEFT - FROM MOTOR VEHICLE                            ,6/19/2011,6,2011,0 Blk ACORN                                                                           
1108589     ,THEFT - FROM MOTOR VEHICLE                            ,6/19/2011,6,2011,400 Blk E YALE LOOP                                                                     
1108638     ,THEFT - FROM MOTOR VEHICLE                            ,6/20/2011,6,2011,0 Blk HOLLOWGLEN                                                                      
1108691     ,THEFT - FROM MOTOR VEHICLE                            ,6/20/2011,6,2011,0 Blk BEARPAW                                                                         
1108656     ,THEFT - FROM MOTOR VEHICLE                            ,6/20/2011,6,2011,0 Blk COSTA BRAVA                                                                     
1108666     ,THEFT - FROM MOTOR VEHICLE                            ,6/20/2011,6,2011,500 Blk SAN LEON                                                                        
1108689     ,THEFT - FROM MOTOR VEHICLE                            ,6/20/2011,6,2011,0 Blk W YALE LOOP                                                                     
1108701     ,THEFT - FROM MOTOR VEHICLE                            ,6/21/2011,6,2011,0 Blk WOODCREST                                                                       
1108730     ,THEFT - FROM MOTOR VEHICLE                            ,6/21/2011,6,2011,0 Blk CANYON TER                                                                      
1108852     ,THEFT - FROM MOTOR VEHICLE                            ,6/23/2011,6,2011,0 Blk HEDGEROW                                                                        
1108845     ,THEFT - FROM MOTOR VEHICLE                            ,6/23/2011,6,2011,0 Blk TALL HEDGE                                                                      
1108839     ,THEFT - FROM MOTOR VEHICLE                            ,6/23/2011,6,2011,0 Blk CEZANNE                                                                         
1108849     ,THEFT - FROM MOTOR VEHICLE                            ,6/23/2011,6,2011,0 Blk FORTUNE                                                                         
1108870     ,THEFT - FROM MOTOR VEHICLE                            ,6/24/2011,6,2011,1300 Blk HAYES                                                                           
1108879     ,THEFT - FROM MOTOR VEHICLE                            ,6/24/2011,6,2011,0 Blk THICKET                                                                         
1108981     ,THEFT - FROM MOTOR VEHICLE                            ,6/26/2011,6,2011,0 Blk EL CAJON                                                                        
1108961     ,THEFT - FROM MOTOR VEHICLE                            ,6/26/2011,6,2011,3800 Blk PARKVIEW LN                                                                     
